Task_name,Id_number,Absorbing_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Age,Gender,Language,Country
GoNoGo,subject059,9.0,5.0,6.7,7.0,6.6,6.0,8.0,8.0,10.0,9.0,3.4,4.7,8.0,5.0,6.1,7.0,18.0,Woman,English,Canada
GoNoGo,subject059,7.7,6.9,8.1,7.0,7.0,8.6,7.5,7.7,6.6,6.6,1.9,8.0,7.9,8.0,9.0,7.0,18.0,Woman,English,Canada
HardMath,subject059,4.5,2.6,6.2,5.1,6.1,3.5,6.1,5.0,5.1,5.6,7.6,6.2,3.0,5.2,4.9,7.9,18.0,Woman,English,Canada
HardMath,subject059,4.0,4.3,3.4,6.7,5.0,4.8,4.3,6.0,4.0,4.4,8.4,4.3,10.0,3.7,6.9,7.3,18.0,Woman,English,Canada
HardMath,subject059,5.5,5.3,4.4,3.0,3.1,6.5,6.0,2.9,3.4,6.3,7.6,3.8,8.0,6.0,6.0,7.0,18.0,Woman,English,Canada
Memory,subject059,8.4,9.0,4.6,3.0,7.6,8.2,5.0,6.8,6.0,8.4,9.0,8.0,3.0,9.0,8.0,8.4,18.0,Woman,English,Canada
Memory,subject059,7.0,2.0,3.0,7.4,7.0,9.0,10.0,8.0,5.2,8.0,5.0,3.0,8.0,9.0,6.0,9.0,18.0,Woman,English,Canada
Memory,subject059,7.0,8.0,9.0,3.0,4.0,4.0,3.0,9.0,8.0,7.0,3.0,7.0,6.3,2.0,2.0,6.0,18.0,Woman,English,Canada
Read,subject059,4.3,6.7,1.0,2.0,3.9,4.9,4.2,7.4,5.1,4.4,2.7,6.0,8.1,8.1,5.0,4.1,18.0,Woman,English,Canada
Read,subject059,7.0,10.0,8.0,7.0,6.0,9.0,8.0,10.0,8.0,5.0,9.0,2.0,4.0,6.8,10.0,9.0,18.0,Woman,English,Canada
Read,subject059,6.4,5.0,6.5,5.5,4.6,7.0,7.4,3.0,10.0,7.4,3.4,7.8,7.1,6.9,7.2,6.7,18.0,Woman,English,Canada
SciFi,subject059,4.3,4.0,3.0,6.6,6.0,7.0,4.4,3.0,8.0,6.5,4.1,7.3,3.0,7.0,4.4,6.0,18.0,Woman,English,Canada
SciFi,subject059,4.3,4.0,3.0,6.6,6.0,7.0,4.4,3.0,8.0,6.5,4.1,7.3,3.0,7.0,4.4,6.0,18.0,Woman,English,Canada
You,subject059,6.6,7.0,6.1,7.0,9.0,7.9,4.2,9.0,7.5,8.0,2.0,7.5,7.0,7.4,8.7,5.8,18.0,Woman,English,Canada
You,subject059,6.9,6.5,8.4,7.8,5.6,7.6,6.9,7.9,7.5,4.4,6.4,6.1,5.9,5.3,6.5,7.2,18.0,Woman,English,Canada
You,subject059,6.8,5.0,9.0,8.0,8.0,6.2,6.0,7.5,6.3,7.4,3.0,7.0,7.0,9.0,6.6,4.8,18.0,Woman,English,Canada
0B,subject060,3.0,6.6,1.0,4.0,7.0,5.0,6.2,5.5,10.0,2.0,6.5,7.0,10.0,2.3,9.0,7.4,21.0,Woman,English,Canada
0B,subject060,7.1,6.0,1.0,9.3,1.6,6.5,6.0,7.1,5.0,9.0,6.0,8.3,6.4,5.6,4.4,4.9,21.0,Woman,English,Canada
0B,subject060,3.5,5.0,3.8,2.0,1.6,5.8,8.9,6.5,4.0,6.1,6.3,6.6,6.4,6.0,8.1,6.3,21.0,Woman,English,Canada
1B,subject060,9.0,5.3,6.0,9.1,1.8,10.0,6.2,2.8,3.0,2.4,3.1,5.6,4.1,1.7,3.9,6.4,21.0,Woman,English,Canada
1B,subject060,4.6,8.8,2.6,9.1,6.8,10.0,3.0,6.6,1.7,1.6,7.1,8.8,7.0,5.8,5.9,2.6,21.0,Woman,English,Canada
1B,subject060,7.1,5.5,3.0,5.4,1.0,7.1,2.7,7.0,2.6,1.9,5.8,3.6,1.0,4.9,4.0,7.8,21.0,Woman,English,Canada
2B-Face,subject060,8.8,8.2,4.2,10.0,1.0,10.0,7.0,1.7,1.5,1.0,3.4,8.5,1.2,4.4,1.0,3.3,21.0,Woman,English,Canada
2B-Face,subject060,9.0,10.0,6.0,8.8,1.2,9.6,8.0,2.0,1.6,2.1,5.0,8.5,8.1,5.0,1.6,4.0,21.0,Woman,English,Canada
2B-Scene,subject060,9.5,1.0,1.0,10.0,1.0,10.0,9.9,1.0,1.0,1.0,3.6,3.4,8.1,3.1,1.0,4.1,21.0,Woman,English,Canada
2B-Scene,subject060,9.8,1.7,6.6,2.6,2.0,10.0,7.8,2.6,1.0,1.0,3.6,8.0,1.0,3.1,1.0,2.1,21.0,Woman,English,Canada
Documentary,subject060,8.1,9.5,3.3,9.1,8.7,8.4,5.7,1.0,1.0,1.0,2.4,4.9,1.9,6.1,5.2,3.6,21.0,Woman,English,Canada
Documentary,subject060,8.1,9.5,3.3,9.1,8.7,8.4,5.7,1.0,1.0,1.0,2.4,4.9,1.9,6.1,5.2,3.6,21.0,Woman,English,Canada
EasyMath,subject060,6.9,1.0,4.9,2.5,1.0,5.4,1.0,1.0,1.0,1.0,10.0,10.0,5.0,10.0,8.7,6.8,21.0,Woman,English,Canada
EasyMath,subject060,7.3,3.1,7.0,7.4,1.0,1.9,5.6,1.0,1.4,4.0,9.7,10.0,7.8,8.2,6.3,10.0,21.0,Woman,English,Canada
EasyMath,subject060,10.0,4.0,10.0,9.1,2.7,5.6,2.5,1.0,1.0,2.9,10.0,9.6,3.1,10.0,2.9,8.2,21.0,Woman,English,Canada
FingerTap,subject060,8.0,6.4,3.9,4.7,2.0,2.0,1.0,7.1,2.0,2.9,1.0,3.6,8.0,4.9,1.0,1.0,21.0,Woman,English,Canada
FingerTap,subject060,9.7,5.0,3.7,4.0,2.4,5.1,2.4,8.0,7.8,9.0,5.0,8.7,6.2,4.4,8.6,7.6,21.0,Woman,English,Canada
FingerTap,subject060,8.0,7.1,3.3,3.9,5.7,8.4,4.7,10.0,10.0,6.8,7.2,8.8,8.6,4.3,7.8,7.3,21.0,Woman,English,Canada
Friend,subject060,10.0,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,10.0,1.0,10.0,21.0,Woman,English,Canada
Friend,subject060,10.0,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,2.3,10.0,10.0,1.0,10.0,1.0,10.0,21.0,Woman,English,Canada
Friend,subject060,10.0,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,2.3,10.0,10.0,10.0,10.0,1.0,10.0,21.0,Woman,English,Canada
GoNoGo,subject060,7.2,1.0,6.8,1.2,1.0,8.2,1.0,1.0,1.0,10.0,1.0,2.2,1.0,1.0,1.7,6.4,21.0,Woman,English,Canada
GoNoGo,subject060,9.0,6.9,3.0,8.2,8.7,6.0,6.7,6.4,1.1,8.2,1.2,6.2,8.7,2.8,7.0,1.6,21.0,Woman,English,Canada
GoNoGo,subject060,2.1,3.3,5.1,6.6,1.2,2.7,9.0,7.7,2.1,8.0,1.2,6.1,5.1,1.0,2.5,6.5,21.0,Woman,English,Canada
HardMath,subject060,9.6,1.0,4.0,9.6,1.0,1.0,8.0,2.0,4.8,2.0,9.4,9.0,7.1,10.0,6.7,7.8,21.0,Woman,English,Canada
HardMath,subject060,9.9,1.0,8.3,10.0,1.0,2.2,1.6,2.0,1.0,1.0,8.9,8.2,1.0,6.3,2.6,10.0,21.0,Woman,English,Canada
HardMath,subject060,9.4,1.7,10.0,10.0,3.0,10.0,3.2,1.0,1.0,1.0,10.0,10.0,1.8,7.5,1.0,9.9,21.0,Woman,English,Canada
Memory,subject060,8.0,9.7,6.6,1.3,6.7,7.6,9.2,1.2,2.6,2.7,9.0,10.0,8.0,4.9,6.9,10.0,21.0,Woman,English,Canada
Memory,subject060,5.2,2.8,1.5,8.0,2.5,9.0,6.0,4.0,6.7,2.2,8.4,7.3,4.2,4.8,9.6,6.5,21.0,Woman,English,Canada
Memory,subject060,5.5,7.8,5.9,10.0,7.3,10.0,10.0,3.2,1.0,1.0,10.0,9.2,4.0,10.0,9.7,7.6,21.0,Woman,English,Canada
Read,subject060,1.9,9.3,3.2,7.0,10.0,10.0,8.4,1.0,8.0,3.9,8.2,9.0,7.0,2.9,6.4,7.7,21.0,Woman,English,Canada
Read,subject060,9.2,4.5,9.0,10.0,1.0,1.0,6.7,2.6,1.0,2.0,7.7,8.0,8.0,4.8,9.1,7.9,21.0,Woman,English,Canada
Read,subject060,7.5,7.3,2.5,9.3,1.4,9.5,8.7,1.9,1.8,2.8,8.6,8.2,7.2,5.0,5.7,6.0,21.0,Woman,English,Canada
SciFi,subject060,6.6,7.0,3.5,2.6,8.6,7.6,6.5,9.0,5.1,2.0,3.3,2.6,2.0,6.1,5.1,1.8,21.0,Woman,English,Canada
SciFi,subject060,6.6,7.0,3.5,2.6,8.6,7.6,6.5,9.0,5.1,2.0,3.3,2.6,2.0,6.1,5.1,1.8,21.0,Woman,English,Canada
You,subject060,10.0,7.7,1.0,10.0,1.0,3.3,10.0,1.0,5.0,1.0,6.1,9.6,1.0,8.2,7.9,10.0,21.0,Woman,English,Canada
You,subject060,6.9,8.1,1.0,10.0,1.0,1.0,10.0,2.8,8.5,1.0,7.9,10.0,1.0,7.1,10.0,10.0,21.0,Woman,English,Canada
You,subject060,6.1,1.1,1.0,9.8,1.0,1.0,10.0,1.7,8.4,4.7,6.9,10.0,1.0,9.4,10.0,10.0,21.0,Woman,English,Canada
0B,subject062,7.6,1.0,1.8,8.0,1.0,2.2,1.0,5.9,4.8,1.0,2.0,5.0,2.1,2.3,6.7,1.0,22.0,Woman,English,Canada
0B,subject062,8.0,1.8,2.5,8.0,1.0,2.4,5.8,5.1,6.0,1.0,7.0,2.1,3.3,3.5,8.4,3.8,22.0,Woman,English,Canada
0B,subject062,10.0,1.6,1.7,8.2,1.0,2.0,4.4,9.5,3.0,1.0,7.0,2.8,7.2,5.2,8.1,2.9,22.0,Woman,English,Canada
1B,subject062,2.8,1.0,1.0,10.0,1.0,1.3,1.8,1.2,10.0,1.0,2.0,1.0,1.0,6.6,8.0,2.4,22.0,Woman,English,Canada
1B,subject062,5.1,1.0,3.2,9.2,1.0,1.9,7.0,3.2,9.4,1.0,2.0,2.0,1.8,7.2,8.7,3.0,22.0,Woman,English,Canada
1B,subject062,6.5,1.0,1.7,9.0,1.0,1.0,7.0,5.5,7.5,1.0,7.0,1.5,1.5,4.3,8.8,8.0,22.0,Woman,English,Canada
2B-Face,subject062,6.7,9.0,1.3,9.4,1.0,7.5,4.4,1.3,8.0,1.0,5.4,8.4,1.0,5.5,2.1,8.5,22.0,Woman,English,Canada
2B-Face,subject062,5.2,10.0,1.6,9.5,1.0,7.5,2.5,3.2,8.0,1.0,7.4,3.0,1.0,5.0,3.2,7.4,22.0,Woman,English,Canada
2B-Scene,subject062,5.4,1.4,6.5,5.4,1.0,7.3,1.3,9.0,9.3,1.0,3.0,1.4,1.3,2.2,8.0,4.0,22.0,Woman,English,Canada
2B-Scene,subject062,5.4,1.7,2.0,7.0,1.0,8.2,5.1,4.9,7.0,1.0,4.0,1.7,1.9,5.2,6.3,7.3,22.0,Woman,English,Canada
Documentary,subject062,8.8,7.8,1.0,2.9,1.0,6.9,1.0,3.5,1.0,1.0,1.0,6.4,1.4,8.5,1.0,7.1,22.0,Woman,English,Canada
Documentary,subject062,8.8,7.8,1.0,2.9,1.0,6.9,1.0,3.5,1.0,1.0,1.0,6.4,1.4,8.5,1.0,7.1,22.0,Woman,English,Canada
EasyMath,subject062,1.0,2.0,7.6,1.5,1.0,2.7,3.1,1.0,10.0,1.0,8.8,1.0,1.0,8.8,7.0,7.9,22.0,Woman,English,Canada
EasyMath,subject062,2.1,1.7,8.3,8.8,1.0,2.3,7.6,3.0,9.2,1.0,3.3,1.0,2.1,7.5,8.0,8.0,22.0,Woman,English,Canada
EasyMath,subject062,2.3,4.4,8.0,8.6,1.0,1.6,6.5,4.1,9.3,1.0,3.5,1.2,1.0,6.3,9.3,10.0,22.0,Woman,English,Canada
FingerTap,subject062,4.1,5.3,1.0,6.5,1.0,2.0,1.6,3.3,9.0,1.0,1.0,1.5,2.1,7.7,8.6,3.4,22.0,Woman,English,Canada
FingerTap,subject062,7.1,6.5,1.0,8.0,1.0,1.0,4.1,6.8,7.1,1.0,1.0,1.0,4.3,3.0,6.4,1.0,22.0,Woman,English,Canada
FingerTap,subject062,6.9,1.0,1.0,9.6,1.0,1.0,6.5,8.4,7.5,1.0,1.0,4.2,2.3,4.5,8.0,2.8,22.0,Woman,English,Canada
Friend,subject062,3.1,9.9,1.0,8.8,1.0,2.0,8.7,2.5,5.0,1.0,6.7,5.7,6.7,8.0,7.2,8.0,22.0,Woman,English,Canada
Friend,subject062,8.0,9.4,1.0,7.5,1.0,1.2,7.1,5.3,6.9,1.0,5.2,2.7,2.5,7.0,7.5,7.7,22.0,Woman,English,Canada
Friend,subject062,4.2,10.0,1.0,10.0,1.0,1.3,6.4,5.0,8.1,1.0,6.1,2.7,6.4,9.5,5.0,8.4,22.0,Woman,English,Canada
GoNoGo,subject062,1.0,1.4,5.9,1.6,1.0,5.0,1.2,1.0,10.0,1.0,1.0,1.0,1.0,5.1,1.0,1.0,22.0,Woman,English,Canada
GoNoGo,subject062,7.7,3.5,8.7,1.5,1.0,7.6,7.4,2.1,8.0,1.5,1.0,1.0,1.0,2.4,8.6,9.0,22.0,Woman,English,Canada
GoNoGo,subject062,2.1,1.0,2.2,1.0,1.0,6.9,6.9,1.7,8.6,1.0,1.0,1.0,1.0,6.7,8.0,9.0,22.0,Woman,English,Canada
HardMath,subject062,2.9,1.0,10.0,1.8,1.0,1.0,3.7,1.0,10.0,1.0,1.0,1.9,1.0,7.6,8.4,10.0,22.0,Woman,English,Canada
HardMath,subject062,2.9,3.8,10.0,7.8,1.0,1.0,8.5,3.1,10.0,1.0,2.1,1.0,1.0,6.3,9.9,10.0,22.0,Woman,English,Canada
HardMath,subject062,2.2,2.5,10.0,6.9,1.0,7.0,7.2,1.8,9.9,1.0,7.9,2.0,1.1,7.5,7.9,9.0,22.0,Woman,English,Canada
Memory,subject062,9.0,8.7,1.0,1.8,1.0,8.9,8.7,3.0,2.1,1.0,9.0,8.5,1.0,9.0,6.0,8.7,22.0,Woman,English,Canada
Memory,subject062,8.2,10.0,1.0,1.6,1.0,10.0,10.0,1.0,1.0,1.0,8.9,7.3,1.0,9.0,8.5,9.0,22.0,Woman,English,Canada
Memory,subject062,6.6,1.2,1.0,5.8,1.0,8.2,10.0,3.0,1.0,1.0,6.1,1.0,1.0,2.3,10.0,5.3,22.0,Woman,English,Canada
Read,subject062,1.5,9.5,1.0,8.0,1.0,2.8,7.0,2.0,8.0,1.0,5.1,3.0,1.6,5.0,1.6,7.1,22.0,Woman,English,Canada
Read,subject062,6.4,1.9,1.0,9.8,1.0,4.3,2.0,9.5,3.9,1.0,5.3,2.0,1.0,2.4,6.0,5.8,22.0,Woman,English,Canada
Read,subject062,6.1,5.2,1.0,10.0,1.0,1.0,7.0,7.1,4.1,1.0,5.0,2.4,2.9,3.3,2.1,5.4,22.0,Woman,English,Canada
SciFi,subject062,8.0,1.0,1.4,7.7,1.0,5.1,4.0,7.5,7.7,5.7,1.0,4.3,9.0,5.1,7.6,1.6,22.0,Woman,English,Canada
SciFi,subject062,8.0,1.0,1.4,7.7,1.0,5.1,4.0,7.5,7.7,5.7,1.0,4.3,9.0,5.1,7.6,1.6,22.0,Woman,English,Canada
You,subject062,2.5,3.4,1.0,10.0,1.0,1.2,6.4,3.1,3.5,2.1,5.0,7.0,1.7,2.0,10.0,8.9,22.0,Woman,English,Canada
You,subject062,5.9,7.0,1.0,9.0,1.0,1.0,7.7,3.9,6.2,1.0,6.0,2.0,2.6,5.0,9.3,8.3,22.0,Woman,English,Canada
You,subject062,6.4,3.0,1.0,9.0,1.0,1.3,7.2,6.3,7.0,1.0,3.8,1.9,3.0,3.7,9.0,7.1,22.0,Woman,English,Canada
0B,subject063,3.0,5.4,7.0,7.1,2.6,9.0,7.5,7.2,7.0,8.3,8.0,2.0,8.1,4.2,7.0,4.0,18.0,Woman,English,Canada
0B,subject063,7.0,8.0,4.2,6.1,1.4,7.0,8.0,8.0,7.0,10.0,3.0,5.3,9.1,3.4,5.4,6.8,18.0,Woman,English,Canada
0B,subject063,8.0,9.0,2.0,4.0,1.0,8.8,6.0,8.0,7.4,8.9,3.0,9.0,7.0,2.5,4.8,6.6,18.0,Woman,English,Canada
1B,subject063,6.3,5.1,9.2,5.2,1.1,8.5,6.0,4.6,7.2,7.0,8.0,6.6,8.2,4.7,4.5,7.6,18.0,Woman,English,Canada
1B,subject063,4.4,5.9,3.8,1.9,2.0,8.6,6.6,4.2,5.5,2.7,7.9,7.1,3.7,5.7,6.0,6.0,18.0,Woman,English,Canada
1B,subject063,2.0,5.7,6.0,7.2,2.9,8.6,8.2,7.3,4.2,8.0,5.9,7.4,5.0,2.6,5.9,8.5,18.0,Woman,English,Canada
2B-Face,subject063,6.0,6.0,7.6,9.0,2.0,8.7,8.0,6.0,4.3,8.2,6.3,3.0,6.4,3.9,5.4,7.8,18.0,Woman,English,Canada
2B-Face,subject063,6.0,6.1,5.3,5.2,1.0,8.6,6.2,4.8,4.0,3.0,6.0,7.3,4.8,5.7,3.9,6.9,18.0,Woman,English,Canada
2B-Scene,subject063,5.7,3.7,7.8,2.5,1.0,9.0,7.0,7.1,3.0,7.2,3.6,8.2,7.7,6.1,4.1,4.0,18.0,Woman,English,Canada
2B-Scene,subject063,2.7,3.0,6.0,3.0,2.4,8.6,8.1,6.5,2.6,6.0,6.8,6.0,3.8,4.7,4.3,5.1,18.0,Woman,English,Canada
Documentary,subject063,7.0,8.0,3.0,4.0,8.0,10.0,3.9,3.6,2.9,3.0,7.0,4.0,7.2,7.0,2.0,7.7,18.0,Woman,English,Canada
Documentary,subject063,7.0,8.0,3.0,4.0,8.0,10.0,3.9,3.6,2.9,3.0,7.0,4.0,7.2,7.0,2.0,7.7,18.0,Woman,English,Canada
EasyMath,subject063,3.0,2.3,6.8,6.0,1.0,6.0,1.0,3.5,4.9,5.0,4.5,3.0,3.0,7.0,6.0,7.3,18.0,Woman,English,Canada
EasyMath,subject063,6.0,7.4,7.6,9.6,1.0,7.1,4.0,7.3,7.1,7.1,6.0,4.8,3.2,5.1,7.4,6.8,18.0,Woman,English,Canada
EasyMath,subject063,7.0,9.4,2.6,8.0,1.0,8.2,4.2,9.1,8.0,7.7,7.0,7.3,8.4,6.0,8.0,6.0,18.0,Woman,English,Canada
FingerTap,subject063,4.0,4.0,6.0,7.0,4.0,9.0,2.0,4.3,8.0,5.0,6.0,5.0,4.0,2.3,3.0,9.2,18.0,Woman,English,Canada
FingerTap,subject063,6.1,3.0,7.0,4.0,1.7,7.0,3.0,8.0,7.2,5.3,5.9,8.0,8.0,8.0,5.0,10.0,18.0,Woman,English,Canada
FingerTap,subject063,3.0,5.0,4.0,5.0,1.0,8.9,5.0,3.0,9.0,9.0,3.0,10.0,5.0,3.0,10.0,5.0,18.0,Woman,English,Canada
Friend,subject063,7.3,10.0,3.5,8.1,6.2,8.7,8.3,2.0,1.0,1.7,10.0,9.4,4.0,8.7,5.8,8.5,18.0,Woman,English,Canada
Friend,subject063,7.0,10.0,8.0,7.1,1.9,8.0,4.0,1.8,2.1,7.0,3.0,8.4,6.0,7.4,7.0,9.0,18.0,Woman,English,Canada
Friend,subject063,3.0,7.9,8.2,7.0,8.0,6.9,10.0,7.0,7.2,3.8,5.7,6.0,2.0,6.4,6.8,5.0,18.0,Woman,English,Canada
GoNoGo,subject063,3.0,6.1,6.2,5.9,1.8,7.0,6.2,7.4,3.1,5.0,6.2,4.7,4.0,1.4,2.0,7.1,18.0,Woman,English,Canada
GoNoGo,subject063,6.0,6.2,8.0,9.1,1.7,9.4,5.0,6.9,9.0,8.0,2.0,7.6,5.9,1.5,8.3,4.0,18.0,Woman,English,Canada
GoNoGo,subject063,5.0,8.0,3.7,6.4,1.1,10.0,8.0,3.9,6.4,6.4,7.9,7.4,7.0,3.0,5.5,4.8,18.0,Woman,English,Canada
HardMath,subject063,8.7,8.3,5.0,5.0,1.0,2.0,4.3,9.3,7.3,7.6,7.3,3.6,2.9,2.7,8.9,2.3,18.0,Woman,English,Canada
HardMath,subject063,6.6,8.4,6.0,10.0,1.2,1.2,1.1,7.2,8.9,7.4,7.5,7.2,2.3,3.0,6.4,4.0,18.0,Woman,English,Canada
HardMath,subject063,4.6,5.8,6.9,9.3,1.4,5.6,2.6,6.0,8.7,7.3,5.7,6.3,3.0,5.0,3.4,8.0,18.0,Woman,English,Canada
Memory,subject063,9.5,10.0,1.1,7.4,6.9,9.7,10.0,8.0,8.8,7.6,9.0,3.7,1.0,6.5,9.1,10.0,18.0,Woman,English,Canada
Memory,subject063,6.9,10.0,1.0,7.3,1.0,10.0,10.0,3.6,1.0,4.8,4.0,7.8,1.0,5.3,2.9,10.0,18.0,Woman,English,Canada
Memory,subject063,8.2,10.0,1.2,10.0,1.0,8.0,10.0,5.5,5.0,3.2,3.0,9.0,1.0,8.4,8.0,10.0,18.0,Woman,English,Canada
Read,subject063,7.9,4.2,5.7,9.5,1.0,8.5,2.4,3.7,3.0,2.3,8.0,10.0,7.8,7.0,2.0,5.6,18.0,Woman,English,Canada
Read,subject063,7.7,6.7,8.9,8.6,6.8,8.9,6.8,5.9,7.3,6.9,8.1,7.8,7.1,5.0,2.3,8.3,18.0,Woman,English,Canada
Read,subject063,7.3,7.0,3.6,7.6,2.8,8.9,8.0,7.3,8.0,5.0,5.8,7.1,7.2,5.0,7.6,7.8,18.0,Woman,English,Canada
SciFi,subject063,3.1,8.4,7.3,7.5,7.0,6.0,6.6,6.8,3.6,6.9,6.0,8.0,4.0,8.5,7.2,8.0,18.0,Woman,English,Canada
SciFi,subject063,3.1,8.4,7.3,7.5,7.0,6.0,6.6,6.8,3.6,6.9,6.0,8.0,4.0,8.5,7.2,8.0,18.0,Woman,English,Canada
You,subject063,4.0,5.2,8.0,7.9,8.1,10.0,7.0,4.0,10.0,7.5,7.0,7.0,7.1,3.5,10.0,8.8,18.0,Woman,English,Canada
You,subject063,4.0,7.0,6.8,7.2,2.0,8.0,8.2,8.0,7.0,7.7,7.0,5.0,6.1,2.5,6.0,5.1,18.0,Woman,English,Canada
You,subject063,8.3,7.0,3.0,8.5,2.6,8.0,3.0,8.0,5.1,3.9,5.1,3.4,4.8,7.0,10.0,6.1,18.0,Woman,English,Canada
0B,subject064,2.8,2.6,3.8,2.4,2.5,8.0,2.1,3.5,3.9,3.0,6.8,5.6,2.9,3.1,4.2,4.2,18.0,Woman,English,Canada
0B,subject064,6.7,5.1,3.0,5.2,3.0,8.0,2.7,6.7,2.1,7.7,2.6,3.1,3.0,2.0,3.8,2.6,18.0,Woman,English,Canada
0B,subject064,6.3,2.8,3.5,2.4,3.0,7.9,2.1,8.0,6.5,7.7,2.2,2.3,3.2,1.0,1.8,2.5,18.0,Woman,English,Canada
1B,subject064,4.4,2.8,3.4,3.0,3.1,8.2,8.2,5.6,4.5,3.3,6.0,3.4,2.4,2.4,2.6,5.6,18.0,Woman,English,Canada
1B,subject064,7.5,3.1,6.4,2.3,1.0,8.8,7.2,8.4,3.9,2.6,4.5,2.2,7.1,2.1,8.8,4.4,18.0,Woman,English,Canada
1B,subject064,3.3,2.0,2.4,3.2,3.1,7.5,5.9,4.7,3.9,3.2,8.3,3.0,4.0,3.1,2.2,2.9,18.0,Woman,English,Canada
2B-Face,subject064,5.7,8.0,4.4,5.4,1.1,9.4,6.8,6.3,3.8,5.8,7.7,6.5,6.7,2.9,2.9,3.2,18.0,Woman,English,Canada
2B-Face,subject064,3.3,5.6,7.5,3.0,1.9,6.4,6.8,6.8,8.0,7.3,4.3,4.1,7.9,2.2,4.0,4.3,18.0,Woman,English,Canada
2B-Scene,subject064,3.4,3.4,7.1,7.7,1.8,8.6,8.7,6.3,1.5,6.5,9.0,5.6,7.0,4.8,7.3,5.3,18.0,Woman,English,Canada
2B-Scene,subject064,7.1,1.7,6.6,6.7,2.2,9.8,7.8,6.8,6.0,3.3,8.0,5.1,2.6,2.4,7.8,2.8,18.0,Woman,English,Canada
Documentary,subject064,2.9,2.1,3.2,2.7,7.5,7.0,5.3,8.0,8.4,3.0,1.4,1.5,1.6,3.0,1.0,1.0,18.0,Woman,English,Canada
Documentary,subject064,2.9,2.1,3.2,2.7,7.5,7.0,5.3,8.0,8.4,3.0,1.4,1.5,1.6,3.0,1.0,1.0,18.0,Woman,English,Canada
EasyMath,subject064,7.9,3.0,8.2,2.7,2.4,2.5,5.8,4.8,2.5,3.3,7.8,7.8,3.0,7.8,3.7,8.1,18.0,Woman,English,Canada
EasyMath,subject064,5.2,6.8,7.7,8.9,2.0,7.6,9.2,6.5,5.3,8.1,3.2,7.2,3.0,4.5,8.4,7.6,18.0,Woman,English,Canada
EasyMath,subject064,4.0,3.2,5.0,2.2,3.2,2.3,3.1,3.1,7.2,7.0,3.0,7.9,4.3,1.5,4.5,2.8,18.0,Woman,English,Canada
FingerTap,subject064,8.0,2.1,2.6,3.0,7.2,8.7,6.9,8.2,7.6,8.3,3.4,2.3,8.1,1.9,7.2,3.7,18.0,Woman,English,Canada
FingerTap,subject064,2.2,1.9,8.3,3.5,7.5,7.2,2.4,7.6,7.7,8.4,2.3,2.0,7.4,2.8,9.0,2.0,18.0,Woman,English,Canada
FingerTap,subject064,8.2,2.2,3.6,2.6,6.4,2.3,3.0,4.8,8.1,7.9,6.8,2.6,7.9,2.5,8.1,2.4,18.0,Woman,English,Canada
Friend,subject064,4.3,9.0,2.5,5.4,3.1,7.9,9.5,7.8,6.0,3.2,9.1,7.1,2.1,8.5,6.8,8.6,18.0,Woman,English,Canada
Friend,subject064,4.8,9.0,2.7,7.4,2.3,9.0,9.2,4.6,2.4,3.2,8.1,8.4,2.2,9.8,8.0,9.5,18.0,Woman,English,Canada
Friend,subject064,5.2,7.8,3.3,3.0,1.7,9.0,9.3,7.4,2.0,3.7,8.7,8.6,2.2,9.3,6.1,8.6,18.0,Woman,English,Canada
GoNoGo,subject064,6.4,3.0,7.4,1.9,7.0,8.8,2.2,5.8,4.4,7.6,2.8,2.0,6.4,4.6,2.0,2.4,18.0,Woman,English,Canada
GoNoGo,subject064,7.2,3.4,2.9,2.6,3.3,9.0,7.4,7.7,5.4,7.7,3.8,1.9,9.6,6.3,6.7,2.7,18.0,Woman,English,Canada
GoNoGo,subject064,8.1,2.2,7.6,1.2,2.7,7.7,6.2,8.9,9.5,8.4,7.3,3.0,8.1,1.2,8.1,2.0,18.0,Woman,English,Canada
HardMath,subject064,8.5,6.3,8.6,3.0,7.4,3.0,8.2,7.7,6.4,6.8,1.8,2.4,5.4,1.0,8.3,3.4,18.0,Woman,English,Canada
HardMath,subject064,5.1,3.5,5.1,2.2,3.5,7.2,2.8,6.6,3.8,7.4,2.0,2.5,2.5,2.9,6.8,3.3,18.0,Woman,English,Canada
HardMath,subject064,6.9,2.9,3.0,1.9,2.6,6.7,3.0,6.0,8.0,8.3,2.0,2.8,3.0,6.3,7.1,3.4,18.0,Woman,English,Canada
Memory,subject064,4.3,9.3,3.4,8.1,6.4,7.7,9.1,5.0,5.0,7.8,6.3,5.2,1.0,1.6,7.5,7.4,18.0,Woman,English,Canada
Memory,subject064,3.5,6.6,2.1,4.8,8.5,9.7,9.7,3.9,5.1,2.4,5.2,5.7,2.2,9.8,9.9,7.7,18.0,Woman,English,Canada
Memory,subject064,3.3,8.6,2.0,7.9,7.5,8.3,9.6,4.3,4.4,3.8,8.7,3.2,1.1,8.8,9.0,9.7,18.0,Woman,English,Canada
