Task_name,Id_number,Absorbing_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Age,Gender
HardMath-Rep,subject_78,8.7,3.9,10.0,8.1,6.9,2.2,3.1,4.5,4.8,1.9,4.0,8.6,8.6,5.0,1.2,8.7,19.0,Woman
HardMath-Rep,subject_78,5.3,4.8,9.0,9.1,9.0,3.0,3.3,6.7,5.0,1.9,4.4,5.8,7.1,5.1,6.1,7.7,19.0,Woman
Memory-Rep,subject_78,4.0,8.0,1.0,8.0,5.0,9.9,10.0,4.8,5.8,3.0,7.1,9.0,1.2,7.0,10.0,8.7,19.0,Woman
Memory-Rep,subject_78,4.1,10.0,1.0,10.0,8.0,10.0,10.0,4.1,10.0,5.9,3.9,6.9,1.2,7.0,10.0,10.0,19.0,Woman
Memory-Rep,subject_78,3.4,10.0,1.0,9.7,9.0,8.0,10.0,4.4,9.6,1.0,4.0,6.0,1.0,8.1,9.3,10.0,19.0,Woman
Documentary-Rep,subject_79,3.7,7.1,1.9,2.8,8.8,7.8,7.1,3.1,5.1,4.5,8.2,3.3,3.7,5.5,3.9,3.4,18.0,Woman
Documentary-Rep,subject_79,3.2,9.5,2.1,3.7,2.0,7.9,6.6,2.5,6.5,5.8,7.1,7.9,8.2,4.5,2.0,4.8,18.0,Woman
GoNoGo-Rep,subject_79,7.4,7.9,8.2,2.3,2.4,4.5,7.3,10.0,7.9,8.6,3.7,3.3,8.3,3.1,5.0,3.7,18.0,Woman
GoNoGo-Rep,subject_79,9.2,9.1,3.7,10.0,7.5,6.9,8.7,10.0,9.5,10.0,2.5,7.1,2.7,1.8,8.2,7.0,18.0,Woman
GoNoGo-Rep,subject_79,7.0,6.0,7.2,2.3,2.4,6.6,3.1,6.8,6.1,8.3,3.0,4.6,8.1,3.3,8.4,3.9,18.0,Woman
HardMath-Rep,subject_79,4.7,1.9,10.0,3.0,2.1,1.4,2.2,1.4,9.8,2.0,9.0,1.8,2.0,7.7,1.0,8.1,18.0,Woman
HardMath-Rep,subject_79,8.3,8.0,5.0,5.4,4.1,3.2,9.0,7.9,7.0,8.4,2.4,6.1,3.8,2.1,7.1,7.8,18.0,Woman
HardMath-Rep,subject_79,9.7,4.0,8.9,3.8,2.7,8.0,2.6,10.0,9.4,9.8,2.0,3.4,9.1,5.9,8.9,8.1,18.0,Woman
Memory-Rep,subject_79,6.2,8.2,2.0,2.8,2.6,8.4,7.0,3.3,5.2,4.1,6.9,3.4,2.5,4.5,8.0,8.8,18.0,Woman
Memory-Rep,subject_79,5.5,7.9,7.8,3.1,2.8,8.1,8.4,2.9,2.0,4.2,7.6,3.8,3.5,7.0,3.3,6.6,18.0,Woman
Memory-Rep,subject_79,7.8,9.0,2.5,8.3,1.6,7.7,9.3,2.4,2.5,2.0,8.4,6.2,3.4,8.0,9.2,8.8,18.0,Woman
Documentary-Rep,subject_8,6.2,8.4,3.3,4.7,4.2,8.0,4.5,9.4,3.0,8.0,3.7,5.0,6.8,4.0,10.0,6.5,18.0,Woman
Documentary-Rep,subject_8,6.8,7.6,7.1,7.8,4.9,6.3,7.3,7.9,10.0,7.2,4.7,3.2,5.4,7.8,7.6,7.6,18.0,Woman
GoNoGo-Rep,subject_8,8.0,10.0,3.7,6.0,10.0,7.0,7.0,8.1,9.0,10.0,4.2,7.0,3.2,5.5,6.0,3.0,18.0,Woman
GoNoGo-Rep,subject_8,6.0,4.2,7.2,7.0,10.0,7.0,2.9,8.0,9.1,5.2,6.0,4.4,8.3,7.0,4.0,5.0,18.0,Woman
GoNoGo-Rep,subject_8,8.0,3.0,7.1,10.0,4.0,2.7,5.0,5.0,3.8,8.0,5.0,6.0,6.9,6.4,8.0,6.2,18.0,Woman
HardMath-Rep,subject_8,7.9,4.2,8.2,3.9,7.0,6.8,1.0,6.8,4.6,1.2,7.1,5.9,4.0,2.7,4.3,7.5,18.0,Woman
HardMath-Rep,subject_8,2.0,3.0,5.0,9.0,4.0,4.0,6.0,6.4,3.0,2.0,5.0,10.0,3.0,6.7,8.0,4.0,18.0,Woman
HardMath-Rep,subject_8,7.5,7.0,4.4,5.1,6.0,5.0,3.0,3.0,5.6,6.2,3.7,5.9,4.8,3.0,2.0,5.0,18.0,Woman
Memory-Rep,subject_8,8.1,2.5,5.0,2.2,7.7,10.0,4.0,4.0,7.8,3.3,8.0,7.0,6.0,8.7,8.3,4.8,18.0,Woman
Memory-Rep,subject_8,5.0,10.0,10.0,10.0,7.3,4.0,10.0,6.1,3.0,8.0,4.0,9.0,10.0,5.6,3.0,3.0,18.0,Woman
Memory-Rep,subject_8,6.3,6.3,7.9,5.1,1.3,3.0,4.6,3.4,6.4,8.6,1.0,6.2,7.3,6.7,6.9,2.3,18.0,Woman
Documentary-Rep,subject_80,7.8,2.1,1.0,8.0,1.0,9.0,2.2,6.2,2.9,6.0,3.9,3.0,3.1,4.4,3.5,7.1,18.0,Woman
Documentary-Rep,subject_80,10.0,2.9,3.1,6.0,1.0,2.0,3.8,8.6,1.0,8.0,3.0,3.5,3.4,3.0,3.0,5.3,18.0,Woman
GoNoGo-Rep,subject_80,8.9,1.0,7.6,9.1,1.0,10.0,1.0,10.0,10.0,9.0,2.0,7.0,1.0,2.0,1.0,6.6,18.0,Woman
GoNoGo-Rep,subject_80,7.6,1.0,7.8,8.0,1.0,9.0,3.2,8.9,7.7,10.0,2.0,6.6,1.9,4.9,1.3,8.0,18.0,Woman
GoNoGo-Rep,subject_80,9.0,10.0,8.0,8.4,1.0,9.0,6.1,9.3,7.1,9.0,2.5,6.5,4.4,5.1,7.4,8.1,18.0,Woman
HardMath-Rep,subject_80,10.0,1.0,3.0,7.4,1.0,2.0,1.0,1.0,10.0,2.9,9.0,2.3,1.0,2.8,1.0,7.5,18.0,Woman
HardMath-Rep,subject_80,10.0,1.0,10.0,8.5,1.0,6.2,4.0,1.0,10.0,3.6,10.0,10.0,1.0,2.1,1.0,7.6,18.0,Woman
HardMath-Rep,subject_80,6.9,6.2,10.0,8.7,1.0,5.1,1.0,6.7,10.0,8.0,6.5,8.7,5.5,4.0,2.9,7.3,18.0,Woman
Memory-Rep,subject_80,7.2,8.0,1.0,9.2,1.0,10.0,10.0,8.0,3.7,9.1,8.5,7.2,2.5,5.0,3.9,9.5,18.0,Woman
Memory-Rep,subject_80,8.0,8.8,1.0,1.0,1.0,10.0,10.0,7.5,10.0,3.0,9.1,9.0,1.0,7.1,9.6,8.4,18.0,Woman
Memory-Rep,subject_80,8.2,8.0,1.0,1.0,1.0,10.0,10.0,3.6,10.0,8.0,8.3,10.0,1.0,10.0,8.2,10.0,18.0,Woman
Documentary-Rep,subject_81,10.0,7.2,1.0,5.3,1.0,10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,3.0,1.2,1.0,17.0,Woman
Documentary-Rep,subject_81,1.0,10.0,1.0,5.0,1.0,7.1,1.0,1.0,2.0,1.0,7.0,5.0,4.0,10.0,1.0,1.0,17.0,Woman
GoNoGo-Rep,subject_81,5.0,1.0,6.0,8.0,1.0,7.0,1.0,10.0,7.0,9.0,1.0,4.0,1.0,3.0,2.0,6.0,17.0,Woman
GoNoGo-Rep,subject_81,3.5,1.0,9.0,1.0,1.0,3.0,2.1,1.9,1.5,4.5,8.8,7.0,5.5,8.1,1.0,1.9,17.0,Woman
GoNoGo-Rep,subject_81,5.0,1.0,7.0,1.0,1.0,1.0,10.0,3.0,1.0,1.0,9.2,5.5,1.0,6.0,1.6,10.0,17.0,Woman
HardMath-Rep,subject_81,1.0,1.0,5.1,1.0,1.0,1.0,1.0,3.0,3.0,5.0,8.0,10.0,1.0,10.0,1.0,10.0,17.0,Woman
HardMath-Rep,subject_81,1.0,1.0,5.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,6.5,1.0,9.0,1.0,10.0,17.0,Woman
HardMath-Rep,subject_81,4.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,7.5,5.1,3.3,1.0,5.0,10.0,10.0,17.0,Woman
Memory-Rep,subject_81,5.5,10.0,1.0,10.0,10.0,10.0,10.0,6.1,4.0,6.5,9.3,4.0,1.0,10.0,10.0,10.0,17.0,Woman
Memory-Rep,subject_81,4.2,10.0,1.0,1.0,10.0,10.0,10.0,5.4,3.2,3.0,6.0,4.4,1.0,5.0,10.0,10.0,17.0,Woman
Memory-Rep,subject_81,3.5,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,8.0,1.0,9.0,10.0,9.9,17.0,Woman
Documentary-Rep,subject_82,8.9,3.3,2.5,8.1,5.9,5.1,8.2,8.1,4.4,5.5,6.8,8.4,6.6,5.7,8.2,8.6,19.0,Woman
Documentary-Rep,subject_82,6.7,8.3,5.1,7.9,5.4,7.4,6.1,7.1,5.2,5.2,6.2,6.9,6.3,6.1,5.5,5.6,19.0,Woman
GoNoGo-Rep,subject_82,6.5,2.2,8.1,7.0,3.9,7.5,3.3,4.7,6.8,5.4,8.3,5.4,4.9,4.5,4.9,6.9,19.0,Woman
GoNoGo-Rep,subject_82,6.4,3.8,3.8,8.9,5.4,7.2,5.0,6.2,5.2,4.0,8.2,7.3,6.9,5.7,7.3,7.2,19.0,Woman
GoNoGo-Rep,subject_82,5.8,3.7,8.6,8.9,7.8,6.4,3.3,6.5,5.1,4.7,7.8,8.2,5.9,7.6,8.1,8.1,19.0,Woman
HardMath-Rep,subject_82,2.3,6.4,6.7,6.7,3.9,7.2,7.3,2.6,8.0,4.4,2.9,6.8,5.2,5.6,3.5,5.8,19.0,Woman
HardMath-Rep,subject_82,5.1,5.6,6.9,7.8,3.8,2.5,5.1,6.1,8.2,4.3,4.4,4.7,4.6,6.1,8.2,5.6,19.0,Woman
HardMath-Rep,subject_82,6.7,7.3,8.9,6.6,8.1,2.8,8.2,4.7,6.6,2.6,2.6,7.0,6.7,6.1,6.6,5.6,19.0,Woman
Memory-Rep,subject_82,9.0,9.7,3.7,7.1,3.5,9.8,1.0,5.2,2.1,6.0,8.2,8.6,1.0,1.9,5.4,10.0,19.0,Woman
Memory-Rep,subject_82,7.8,8.6,1.0,7.2,2.4,9.6,9.4,5.8,6.8,4.2,9.2,9.0,1.0,5.3,4.4,10.0,19.0,Woman
Memory-Rep,subject_82,7.6,8.0,9.5,9.0,6.4,9.3,3.1,4.5,7.3,4.0,5.0,7.8,9.8,8.6,8.9,7.2,19.0,Woman
Documentary-Rep,subject_83,8.4,10.0,3.0,6.5,1.0,10.0,7.8,7.0,4.6,7.0,2.1,5.8,8.2,9.0,7.0,8.9,18.0,Woman
Documentary-Rep,subject_83,9.8,10.0,2.5,3.9,1.0,10.0,10.0,9.0,4.1,5.3,1.0,7.3,7.3,7.5,10.0,10.0,18.0,Woman
GoNoGo-Rep,subject_83,9.4,1.0,9.6,2.9,1.0,10.0,4.4,8.7,9.9,8.3,8.6,5.1,6.8,5.3,8.8,9.7,18.0,Woman
GoNoGo-Rep,subject_83,9.2,10.0,5.3,1.0,1.0,10.0,9.0,8.4,4.5,8.1,3.2,8.4,3.1,5.1,5.0,9.8,18.0,Woman
GoNoGo-Rep,subject_83,8.1,10.0,9.1,1.0,1.0,10.0,8.6,4.4,10.0,7.2,2.7,10.0,9.7,8.0,6.5,6.6,18.0,Woman
HardMath-Rep,subject_83,4.5,10.0,10.0,8.5,1.0,10.0,10.0,2.2,7.3,6.1,8.6,5.7,9.9,1.0,10.0,10.0,18.0,Woman
HardMath-Rep,subject_83,4.8,9.7,9.7,7.8,1.0,10.0,10.0,2.1,8.1,5.4,5.7,4.0,3.0,1.2,8.0,8.9,18.0,Woman
HardMath-Rep,subject_83,9.1,10.0,10.0,1.0,1.0,10.0,5.8,8.7,3.1,7.0,7.2,8.3,10.0,1.0,8.0,9.8,18.0,Woman
Memory-Rep,subject_83,9.2,10.0,9.0,3.7,1.0,10.0,10.0,9.0,9.3,5.0,7.0,7.2,6.9,5.8,8.4,10.0,18.0,Woman
Memory-Rep,subject_83,8.0,10.0,1.0,7.1,1.3,10.0,10.0,5.2,8.4,4.0,4.8,10.0,1.0,10.0,8.0,10.0,18.0,Woman
Memory-Rep,subject_83,7.8,10.0,1.0,9.1,1.0,10.0,10.0,4.2,10.0,3.6,4.0,10.0,2.6,8.3,8.7,10.0,18.0,Woman
Documentary-Rep,subject_84,9.0,5.3,2.0,5.4,1.0,7.0,7.9,3.8,1.0,3.0,4.3,3.0,2.9,4.2,2.3,7.3,18.0,Woman
Documentary-Rep,subject_84,7.0,5.9,1.0,1.0,1.0,1.0,1.0,7.4,5.8,6.2,4.0,1.7,6.6,4.3,7.1,6.1,18.0,Woman
GoNoGo-Rep,subject_84,10.0,1.0,1.0,5.9,1.0,1.0,1.0,1.0,1.0,1.6,8.3,5.0,1.0,2.2,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_84,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.6,8.3,1.0,4.7,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_84,6.5,3.4,1.0,1.0,5.8,3.8,1.0,6.7,5.7,6.8,3.8,5.5,3.0,3.2,7.7,4.2,18.0,Woman
HardMath-Rep,subject_84,8.1,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.6,10.0,10.0,1.0,3.1,1.0,4.0,18.0,Woman
HardMath-Rep,subject_84,9.6,1.0,1.0,10.0,1.0,10.0,1.0,1.6,8.9,1.8,9.7,10.0,1.0,2.8,1.9,4.3,18.0,Woman
HardMath-Rep,subject_84,9.5,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.8,10.0,10.0,1.0,4.2,1.0,4.1,18.0,Woman
Memory-Rep,subject_84,8.2,6.6,1.0,1.0,1.0,7.8,1.0,8.3,7.0,7.0,3.1,3.6,6.9,2.9,4.1,4.1,18.0,Woman
Memory-Rep,subject_84,7.4,1.0,1.0,6.8,1.0,10.0,9.8,1.8,1.4,1.1,5.6,6.7,1.0,8.1,10.0,8.0,18.0,Woman
Memory-Rep,subject_84,9.2,10.0,1.0,4.9,3.1,10.0,10.0,2.2,1.0,1.1,3.7,8.2,1.0,2.9,10.0,10.0,18.0,Woman
Documentary-Rep,subject_85,7.6,6.8,7.0,8.5,2.4,2.6,2.6,7.6,4.2,2.9,4.5,7.3,6.4,4.9,6.7,3.5,18.0,Woman
Documentary-Rep,subject_85,4.0,3.6,7.3,4.9,1.7,3.4,3.2,5.0,3.5,3.5,3.6,7.8,6.7,5.2,4.1,4.3,18.0,Woman
GoNoGo-Rep,subject_85,9.1,1.0,8.7,10.0,1.7,2.4,1.8,3.2,2.4,1.0,5.6,8.0,8.3,7.4,10.0,8.4,18.0,Woman
GoNoGo-Rep,subject_85,9.1,3.9,7.8,8.8,5.9,4.0,6.4,3.3,2.0,1.6,3.0,5.9,4.2,5.1,6.9,4.0,18.0,Woman
GoNoGo-Rep,subject_85,3.0,2.2,6.8,7.8,6.0,3.7,7.7,6.2,2.0,1.6,5.6,4.0,9.0,5.4,6.5,7.0,18.0,Woman
HardMath-Rep,subject_85,9.5,1.0,8.3,2.9,2.7,2.0,1.2,1.0,3.3,2.3,9.4,7.9,2.8,6.4,10.0,1.2,18.0,Woman
HardMath-Rep,subject_85,8.8,1.3,9.0,7.7,1.7,1.8,2.4,2.8,3.3,1.7,10.0,9.0,2.0,5.2,6.9,4.4,18.0,Woman
HardMath-Rep,subject_85,8.1,2.4,8.1,5.3,1.9,2.0,2.0,2.3,3.5,2.0,9.9,8.3,2.6,7.4,6.7,3.1,18.0,Woman
Memory-Rep,subject_85,9.4,10.0,3.4,9.9,9.8,10.0,10.0,4.9,2.9,2.3,10.0,9.6,2.0,10.0,10.0,10.0,18.0,Woman
Memory-Rep,subject_85,7.1,10.0,2.7,10.0,2.6,10.0,10.0,6.0,5.1,2.0,10.0,7.5,1.0,9.2,10.0,10.0,18.0,Woman
Memory-Rep,subject_85,7.0,10.0,2.0,10.0,2.0,10.0,10.0,8.0,4.2,1.3,10.0,9.7,1.0,10.0,10.0,10.0,18.0,Woman
Documentary-Rep,subject_87,4.4,8.5,1.3,4.2,7.3,10.0,5.0,2.4,6.7,4.7,6.4,5.7,7.0,8.0,9.0,6.8,18.0,Woman
Documentary-Rep,subject_87,7.7,9.3,3.0,6.8,7.8,8.1,3.2,6.2,7.3,4.9,6.4,4.3,7.5,8.9,7.4,3.1,18.0,Woman
GoNoGo-Rep,subject_87,9.5,1.0,7.8,1.0,1.0,9.1,6.0,4.0,10.0,7.2,2.0,2.8,1.0,6.6,1.0,5.2,18.0,Woman
GoNoGo-Rep,subject_87,10.0,1.0,9.2,1.0,1.0,10.0,6.5,1.0,10.0,5.9,4.2,6.2,3.6,6.0,5.0,8.5,18.0,Woman
GoNoGo-Rep,subject_87,9.0,9.3,3.2,6.7,1.0,8.2,7.0,8.7,7.2,3.7,6.9,7.2,7.0,3.0,8.2,8.0,18.0,Woman
HardMath-Rep,subject_87,5.2,1.0,8.7,9.5,1.0,1.0,1.0,1.0,10.0,2.7,3.9,7.8,1.0,6.7,1.0,8.3,18.0,Woman
HardMath-Rep,subject_87,9.3,1.0,9.6,9.0,1.0,7.3,7.2,1.0,9.2,1.0,6.9,7.9,1.0,7.0,1.0,8.6,18.0,Woman
HardMath-Rep,subject_87,4.2,1.0,4.5,6.6,4.9,4.0,6.7,6.9,5.8,3.7,4.6,3.0,3.1,5.1,7.3,7.9,18.0,Woman
Memory-Rep,subject_87,6.2,10.0,1.0,7.9,4.4,8.7,10.0,3.9,7.6,4.0,6.7,4.0,1.0,8.5,1.0,10.0,18.0,Woman
Memory-Rep,subject_87,8.2,8.7,3.2,9.3,10.0,8.8,10.0,7.8,8.1,3.3,8.7,10.0,1.0,6.7,9.0,10.0,18.0,Woman
Memory-Rep,subject_87,7.5,10.0,1.0,8.2,6.7,10.0,10.0,7.0,3.3,2.6,7.2,10.0,8.3,2.5,9.3,10.0,18.0,Woman
Documentary-Rep,subject_88,2.9,8.5,3.5,2.5,6.1,8.9,2.1,6.0,1.9,4.4,3.3,5.7,2.4,7.2,7.3,7.5,19.0,Man
Documentary-Rep,subject_88,7.1,7.4,3.6,3.0,7.9,8.2,2.7,3.3,2.6,2.4,4.9,7.2,2.3,5.4,1.0,2.5,19.0,Man
GoNoGo-Rep,subject_88,4.1,6.9,4.0,7.7,2.3,8.0,4.3,9.2,6.3,6.1,3.9,6.7,7.6,8.2,7.4,10.0,19.0,Man
GoNoGo-Rep,subject_88,5.1,2.7,6.5,10.0,1.0,2.4,3.1,7.1,7.8,4.3,4.5,8.3,3.3,5.0,1.7,3.7,19.0,Man
GoNoGo-Rep,subject_88,2.1,1.8,7.1,9.5,1.0,3.0,1.1,1.5,2.4,2.8,7.7,8.2,1.6,5.0,2.2,3.2,19.0,Man
HardMath-Rep,subject_88,9.2,1.0,8.8,8.2,1.0,1.0,1.0,1.0,7.5,1.0,5.0,9.3,1.0,5.2,1.0,10.0,19.0,Man
HardMath-Rep,subject_88,8.2,1.0,10.0,6.8,1.0,1.0,1.6,1.0,8.6,1.0,5.0,9.0,1.0,8.8,1.0,9.6,19.0,Man
HardMath-Rep,subject_88,8.3,1.0,9.4,8.6,1.0,1.0,1.0,1.6,10.0,1.0,5.4,8.7,1.0,8.1,1.0,9.6,19.0,Man
Memory-Rep,subject_88,10.0,10.0,1.3,1.6,8.2,10.0,10.0,2.2,1.0,2.5,9.5,10.0,1.1,9.4,10.0,10.0,19.0,Man
Memory-Rep,subject_88,4.9,1.0,3.3,1.0,10.0,10.0,10.0,2.5,10.0,3.0,8.4,10.0,1.0,8.6,10.0,6.7,19.0,Man
Memory-Rep,subject_88,8.0,9.0,3.5,8.1,9.8,8.4,8.1,4.8,9.0,4.8,6.4,8.5,10.0,5.3,8.7,7.9,19.0,Man
Documentary-Rep,subject_89,10.0,4.0,1.0,1.0,5.5,6.5,5.5,5.7,8.0,2.8,6.2,9.0,7.7,8.1,3.8,8.8,17.0,Woman
Documentary-Rep,subject_89,5.2,10.0,8.7,1.0,6.0,6.0,7.0,7.6,5.7,7.3,1.0,5.0,7.3,10.0,5.8,9.3,17.0,Woman
GoNoGo-Rep,subject_89,5.0,1.0,8.9,7.9,7.5,10.0,10.0,4.0,1.0,2.0,10.0,1.0,7.9,7.3,1.0,10.0,17.0,Woman
GoNoGo-Rep,subject_89,10.0,7.9,10.0,1.0,7.6,10.0,9.3,8.3,10.0,5.4,1.0,5.1,10.0,10.0,7.5,10.0,17.0,Woman
GoNoGo-Rep,subject_89,8.1,1.0,10.0,5.0,1.0,10.0,9.0,7.0,1.0,10.0,10.0,3.0,10.0,5.1,10.0,2.7,17.0,Woman
HardMath-Rep,subject_89,4.7,3.0,10.0,1.0,1.0,1.0,10.0,3.0,6.8,6.1,6.0,3.3,7.1,5.1,1.0,10.0,17.0,Woman
HardMath-Rep,subject_89,4.0,1.0,10.0,1.0,1.0,1.0,10.0,7.4,9.0,6.4,5.4,2.0,7.6,3.7,1.9,8.8,17.0,Woman
HardMath-Rep,subject_89,10.0,3.0,5.2,3.0,10.0,8.4,1.0,7.8,8.7,10.0,3.0,8.2,9.0,3.8,5.3,9.2,17.0,Woman
Memory-Rep,subject_89,6.1,7.6,4.0,1.0,1.0,8.1,10.0,8.1,6.0,8.0,6.6,8.0,1.0,7.3,9.3,10.0,17.0,Woman
Memory-Rep,subject_89,3.6,8.6,10.0,1.0,10.0,10.0,5.6,1.0,3.4,1.0,10.0,10.0,5.6,5.5,7.0,5.0,17.0,Woman
Memory-Rep,subject_89,7.1,8.5,2.5,1.0,10.0,10.0,10.0,1.0,1.0,1.0,6.1,10.0,1.0,1.0,1.0,8.7,17.0,Woman
Documentary-Rep,subject_9,1.2,6.2,1.0,2.5,9.2,8.1,1.0,1.0,1.0,1.0,3.8,1.0,1.0,10.0,1.0,1.0,18.0,Woman
Documentary-Rep,subject_9,1.0,1.9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,6.0,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_9,5.8,1.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,1.0,6.0,4.7,1.0,6.0,1.0,1.7,18.0,Woman
GoNoGo-Rep,subject_9,3.2,1.0,1.0,1.0,2.1,1.0,2.3,4.0,5.7,1.0,4.1,5.0,1.0,4.9,1.0,1.0,18.0,Woman
HardMath-Rep,subject_9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.1,6.9,1.0,6.0,1.0,1.0,18.0,Woman
HardMath-Rep,subject_9,5.3,1.0,1.0,1.0,3.3,1.0,1.0,8.6,5.8,1.0,1.1,3.1,5.2,3.3,3.0,1.0,18.0,Woman
HardMath-Rep,subject_9,5.5,1.8,9.0,1.0,1.0,1.0,2.5,1.0,7.9,1.0,1.0,1.9,6.2,7.0,1.6,1.9,18.0,Woman
Memory-Rep,subject_9,1.0,7.3,1.0,1.0,7.6,10.0,10.0,1.0,1.0,1.0,8.3,8.0,1.0,8.2,10.0,9.2,18.0,Woman
Memory-Rep,subject_9,7.6,9.5,1.0,1.0,6.5,8.4,10.0,1.0,1.0,1.0,4.5,6.4,1.1,6.9,1.9,10.0,18.0,Woman
Memory-Rep,subject_9,4.2,9.5,1.0,1.0,5.4,10.0,9.5,5.4,6.1,1.0,6.4,5.3,1.0,10.0,2.4,9.4,18.0,Woman
Documentary-Rep,subject_90,9.0,7.5,1.0,5.0,7.7,7.9,4.6,1.0,1.0,7.0,1.0,7.1,1.0,10.0,3.0,1.0,19.0,Woman
Documentary-Rep,subject_90,7.5,4.0,1.0,3.7,7.8,5.9,3.4,4.2,2.9,7.0,2.8,7.4,1.0,2.9,5.7,1.0,19.0,Woman
GoNoGo-Rep,subject_90,1.0,2.4,9.0,4.4,1.0,10.0,1.0,2.8,2.1,1.9,10.0,10.0,10.0,5.0,4.0,3.0,19.0,Woman
GoNoGo-Rep,subject_90,10.0,1.0,1.0,2.2,1.0,10.0,7.5,1.0,1.0,1.2,10.0,10.0,5.3,5.0,10.0,1.7,19.0,Woman
GoNoGo-Rep,subject_90,10.0,1.0,10.0,1.2,1.0,10.0,8.6,1.0,1.0,1.0,10.0,10.0,3.7,5.5,9.1,8.7,19.0,Woman
HardMath-Rep,subject_90,10.0,4.0,10.0,1.0,1.0,7.2,10.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,19.0,Woman
HardMath-Rep,subject_90,10.0,1.0,10.0,2.1,1.0,3.7,8.8,1.0,1.0,8.0,9.4,10.0,7.6,1.8,10.0,8.3,19.0,Woman
HardMath-Rep,subject_90,10.0,1.0,10.0,3.0,1.0,2.4,7.3,2.9,1.0,3.1,8.8,10.0,8.7,1.0,8.5,9.2,19.0,Woman
Memory-Rep,subject_90,10.0,3.7,1.0,1.9,1.0,10.0,10.0,7.8,8.2,9.4,2.0,8.5,3.7,5.4,10.0,10.0,19.0,Woman
Memory-Rep,subject_90,10.0,10.0,4.9,1.0,4.9,10.0,10.0,1.0,10.0,3.5,10.0,10.0,2.3,1.0,10.0,10.0,19.0,Woman
Memory-Rep,subject_90,6.1,1.0,10.0,8.7,1.0,10.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,1.5,10.0,7.4,19.0,Woman
Documentary-Rep,subject_91,7.8,3.0,1.5,2.1,9.4,10.0,2.0,3.3,9.3,2.2,1.0,2.2,2.7,2.4,2.1,8.1,18.0,Woman
Documentary-Rep,subject_91,2.7,8.8,1.8,6.0,10.0,10.0,8.6,2.8,10.0,3.3,9.1,2.0,8.5,7.9,1.0,8.7,18.0,Woman
GoNoGo-Rep,subject_91,7.3,1.0,4.3,1.0,1.0,10.0,6.0,3.2,10.0,7.4,3.6,7.9,4.2,3.0,9.7,8.5,18.0,Woman
GoNoGo-Rep,subject_91,4.1,1.0,1.9,1.0,1.0,10.0,10.0,2.7,8.0,5.0,1.0,10.0,2.2,9.0,7.4,6.7,18.0,Woman
GoNoGo-Rep,subject_91,5.3,1.0,3.0,1.0,1.0,10.0,7.7,1.9,9.5,6.5,4.3,4.5,4.3,7.9,8.5,3.7,18.0,Woman
HardMath-Rep,subject_91,9.4,1.0,7.4,7.8,1.0,1.0,10.0,2.5,10.0,6.0,1.0,10.0,7.7,10.0,9.3,5.2,18.0,Woman
HardMath-Rep,subject_91,8.0,1.0,8.8,5.3,1.0,1.0,10.0,2.5,10.0,3.7,1.9,10.0,7.7,5.5,10.0,10.0,18.0,Woman
HardMath-Rep,subject_91,9.0,1.0,3.3,4.6,1.0,4.7,10.0,1.8,10.0,2.0,7.3,10.0,7.8,2.5,10.0,8.4,18.0,Woman
Memory-Rep,subject_91,3.9,1.0,2.6,8.3,3.3,6.6,7.2,2.5,6.0,5.0,5.3,6.8,5.6,9.3,9.1,5.2,18.0,Woman
Memory-Rep,subject_91,6.9,1.0,1.0,1.0,1.0,8.0,10.0,2.2,3.4,4.9,5.0,2.3,2.6,9.9,10.0,3.0,18.0,Woman
Memory-Rep,subject_91,2.9,6.2,8.7,1.0,1.0,10.0,10.0,2.0,3.0,5.8,5.6,8.5,4.2,4.7,9.3,5.8,18.0,Woman
Documentary-Rep,subject_92,6.8,3.2,2.8,8.5,9.2,9.7,4.5,2.4,2.3,2.9,7.0,7.1,6.7,7.3,2.0,8.9,18.0,Woman
Documentary-Rep,subject_92,8.4,9.0,2.0,3.7,9.0,8.7,7.8,4.0,1.7,2.0,7.9,7.9,8.2,6.6,8.1,6.9,18.0,Woman
